text,label
@WyattNuckels @DarienDaywalt hear that you dumb bitch he said no one likes you!!!!! #ohshitnigga,0
Busted my lip playing ball so now I can't enjoy pussy and this delicious MANGO,0
Naw she not a hoe she just a Freeky Girl,0
car anxiety is a bitch.,0
That hoe beefing over tunchi chillllll ouutttt,0
@GovJayNixon U should just pull out &amp; let #Ferguson fend for themselves. It has been a week. Wasting manpower. Most r just attention hos,0
RT @HELL3RELL: Today is the only day you hoes get a pass for being a fool&#128514;,0
@RudyJay711 Asains had to take the Wu Tang Clan; the draft was suppose to be for half breed like me and @MikeTaylorShow #FallingInTheDraft,0
@Huntermoore hells yeah fuckin sick ass bitch,0
&#8220;@yungtfti: I feel sorry for anyone who paid for LIC because edc is trash music&#8221;,0
@Real_Liam_Payne be a pussyas in cat,0
"I said i don't like it, it tastes like wolf pussy ""what? How do you even know what that tastes like""",0
"Hey @RSherman_25 you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself",1
Ladies remember other women (including your friends) are trifling you speak TOO great about your nigga other bitches WILL try him smh lol,0
@Garner_412 heyyyyyyyyyyy fag boy am I gonna watch you play?,1
@kieffer_jason @hunterbuch66 @sbsylvester but yo scary ass don't want to see me tho stfu talking am u know where I be at pussy boy,0
&#8220;@BetterAreTulips: girls are fucking retarded my back started cramping up man&#8221; it's the double d's,0
"Pic so confusing.. Looks like a dyke, but has a hoe pooci.. &#171;@Datjollygirl &#8220;@BTweekin: &#128553;&#128553;&#128553;&#128553;&#128553; http://t.co/88ThE7EZP7&#8221;&#187;",0
RT @TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/4UVjjbeqDD,0
You just caught this bitch cheatin while you at work shes with some dude tryin to get off? FUCK slittin her throat CUT THIS BITCH'S HEAD OFF,0
@hornyjhb: Fuckin hot gym pussy http://t.co/ZVYmcXQuTA fuck yeah,0
"RT @TooFab: Finally! Warner Bros. making superhero films starring a woman, person of color and actor who identifies as ""queer"" http://t.co/&#8230;",0
@LongLiveChris__ @Marvelcomicswag but SHE got a pussy now which makes him a her. And she's bad. So..,0
"RT @EchelonInsights: Rick Scott beating win number in 30 counties, Charlie Crist in 13. #FLGOV",0
RT @FallonTonight: Jimmy and @BillyJoel's two-man doo-wop performance just went live on YouTube! https://t.co/NGzhImyvSF #FallonTonight htt&#8230;,0
&#8220;@DuncanHines_: @KB_Three fck you nigger&#8221; lol jk bra,0
RT @LL_Jono: @Krhymez_24 Go home bitch,0
@ThadIsReal we in dis hoe. Imma get her too lmfaoooo,0
"Lynch mob thugs threaten Zimmerman jury; &#8216;N*ggas coming for that bitch ass&#160;jury&#8217; http://t.co/XY6v2YtyAS The hatred won't stop flowing,,#War",1
"RT @misskaee__: ""@MrDavidRoss: How do you cheat on this ? &#128530;&#128564; http://t.co/wOgXy8wjIW""She's just like any other female with a pussy so who &#8230;",0
Hahahaha manziel is a faggot and the browns will ruin him. Win win for me,0
RT @d1_imaginary23: Boys get thirsty and grimey for a girl no pussy getting ass niggas,0
"and another one &#8220;@07Cannon: Two hoes? RT ""@xoxo_imaunicorn: y'all know what we are?! &#128514;&#128514;"" http://t.co/XI5Aod1FAo&#8221;",0
You're just trash like sorry,0
"Good day, honkies. ...I said GOOD DAY! ...honkies.",0
@Walmart fuck your store bitch,1
"@kieffer_jason bitch am not your fam and wtf is skrong, who says shit like that get your wack ass off my page lamo",0
RT @NachoPicasso: These fine bitches are prolly poopin and flat ironing they hair to no flex zone right now...,0
RT @KxRxSxB: Superman. Man of steel - emotions of bitch. #truestory,0
"@IHuntGoblins @Sinatraa_ every time I beat you I'm ""being a faggot"" maybe I'm just being better than you lmao",0
They say one man's trash is the next man's treasure. Where one finds pain the next might find pleasure.,0
Son of a bitch...,0
It's out b day bitches!!!&#128540;&#128540; @koleworld4 http://t.co/IuKRTw2icw,0
RT @im_jessicaaaaa: @joytooawesome @vintage_monroe_ eat my pussy&#128539;&#128570;&#128166;&#128166;,0
@beth4158 no steak here either. No hurry on brownies. Just that picture u posted made me all but drool on my phone. :),0
"&#8220;@FreakyAbandoned: Mental Asylum in Dallas Texas, 1980's. http://t.co/03S8dEsEzq&#8221; should I go find this hoe?",0
RT @steviegarcia11: Here come wiggas soft tweets.. &#128514;,0
@OfficialCCane naah da twitter bird &#128542;,0
You&#8217;re a bitch RT @FuckingPatBro: Ain&#8217;t seen y&#8217;all lose that bad since&#8230; RT @Thotcho: At work slitting my wrists currently. Thanks tom brady,0
Little bitch!!,0
@espinosa_32 you're a bitch,0
@travistefft I know how you feel....I never thought I'd see the Sox win in my lifetime. Hope you can use Ant's Yankees hook up to see a game,0
She even had a hoe name.,0
Lmaoooooooo RT @80sbaby4life: You woke up a faggot didnt you RT @Maxin_Betha: My nigga ain't get carded since I was a sophomore b,0
"@Barbod6FCB oh really and that's word where u be at then I wanna see what bout then, I don't wanna hear what u gonna do I want see it bitch",0
RT @_FreeMax_: &#128514;&#128514;&#128514;&#128557; skitdaddle wit that shit hoe http://t.co/BXsLCSHjHE,0
My hoes love to go shoppin,0
"'Eff it, let's go after the cripple&#8217;: You have to see Wendy Davis' new attack ad [video] http://t.co/WapBCHhuru",0
RT @YoungMoneyKem: @scottvohar @matty_kem Nigga I'm just popping Molly &amp; stepping out. You bowling bitch don't come at me,0
&#8220;@sabdaddyy: Shine on them hoes http://t.co/xOurnvvaYP&#8221; look at my baby daddy,0
"What an amazing, proud day it was today for @NKOTB and #blockheads! Time for bed! Good knight!",0
RT @Kyle_Lippert: If you buy tickets for Transformers 3D they just lock you in an aluminum trash can and toss you from an overpass into rus&#8230;,0
@JacobbBacker faggot,0
RT @LouieVRee: Well damn girl you a bad bitch now http://t.co/wU0ARD7YIF,0
Chick fil a wasn't about anti gay. It was about the first ammendment. If you didn't get that then you have no right to bitch about rights.,0
I'm on a boat bitch,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Hardcore british queer anal pounding http://t.co/lRuEixMy21",0
RT @KallMe_Kenzo: A fufu bitch can't do nun for me but break my heart or set me up ..,0
ima knock da pussy out like fight night,0
Lmfao RT @NYDailyNews: The New York @Yankees have won 27 World Series titles &#8211;&#160;the most of all-time.,0
@ElizabethBatman bitch.,0
@RoyallyKate So says the one who fills an empty hole inside herself by worshiping a royal. Who 4 all u kno may be a raging snotty bitch,0
Heat bitches!!!!!!!!!!!,0
@EmmaLouisaSuttl @timmyn90 Anyone bring in a monkey.,0
RT @AmEditing: You're responsible for the story inside you. Don't let self-doubt cripple your #creativity. #AmEditing #AmWriting #WriteTip,0
RT @Yankees: #Yankees win! Final score: 7-4.,0
Totaled RT @CSharp_C3ENT: Crashed dat hoe RT @viaNAWF: Drake verse on that nicki &gt;&gt;&gt;&gt;&gt;,0
&#8220;@JalapenoBright: This hoe waited until she got 45 to make a sextape chile.. http://t.co/r9gMmImakO&#8221; OH MY LORD&#128561;,0
RT @Queen_Quita_: &#127908;&#128553;I just touchdown on pussy nigga!,0
@kincade00 @DaUnfuqwitable1 @Stoopid_lu103 @mistaturk5 @_PlayCrazy @GF_Dalifestyle fuck you bitch,0
Gaga is that bitch who probably gives A+++ lapdances.,0
@Miley_Highrus @Shylooooeee slap a bitch,0
RT @OhhMyyTodd: &#8220;@ItsNotHarold: I say if a girl got 7 bodies or more and she 20 or younger she a hoe&#8221; this one not up for debate,0
"RT @KINGTUNCHI_: I finally realize that these bitches just wanna see me down , wanna see me fall",0
@rebellious_midy lls omg omg me too getting harrassed by my bby father smh on ig tlk bout hw mch he miss me bitch please,0
Let this white boy be ghetto&#127773;,0
Curse AVI for Coke because he's a fag and hasn't put it on yet http://t.co/jHQPwop4wk,1
RT @harmon_lauren: Jenna's a faggot,1
RT @I_GoT_dA_jUiCe_: I play wit pussy not these niggas,0
Breakfast fried chicken jerk chicken Tater tots white rice nd press yellow rice nd beans Mac nd cheese http://t.co/Usz8gJnZl0,0
@Selxnaa I'm redneck crazy,0
"I be sayin I'm done drinkin everyday but then one of my friends hit me up like ""I gotta case"" and only faggots turn down free beer",1
But who is me &#128129;to TALK &#128266; about the next bitch flexing &#128170; when&#9757;&#65039; I done don it before &#128588;&#128077;&#128591;,0
You hoes complain too much.,0
Lmaoo we was sayin this same statement last year RT @DeeSwaggyJay93 Boozer is trash bro I'm done!! &#128514;,0
"Look at them hoes, man fuck them hoes niggah lets get smoked",0
You're a bad bitch and I want you.,0
John Legend is showin this country bitch up on her own song,0
RT @queenc_nt: &#8220;@_100d: 90% of niggas goofy and act like bitches&#8221; YOU AINT LYIN,0
hoes ain't shit when it comes to ah loyal woman!!!,0
@jthomas309 @DestroTheNoble @nekolin &lt;&lt;&lt; Getting his ass pounded &amp; loving it! I'm done with this GAY whiney bitch. NEXT......,0
&#128588; RT @iDO_me2: this vodka be having all the hoes bent over&#128553;&#128131;,0
"@nekolin @DestroTheNoble naaaa, just the faggots! So....I guess you wouldn't be around very long....would ya!",0
Steve McNair got murdered by his side bitch man life is crazy,0
o unpunished. This has been the view for many thousands of years in civilised and uncivilised society.,0
"' Just was old to me , a lil proton feel me ? Some bitches that's gon feel me , some niggahs that won't kill me .",0
Yayyyy I'm gonna be jacking off to these bitches all day today http://t.co/LEmILFu1,0
&#8220;@ToriJBerman: Shavonne was doing ballet in the middle of the street last night and fell &#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#8221;&#128557;&#128557;&#128557; bitch it wasn't ballet,0
I'd kill to meet Charlie Sheen.,0
RT @ThatSlutAdrian: @WaldoKillz3 Lol someone fucking yo bitch?,0
RT @Twothumbsupdgaf: stay shutting these hoes down..,0
RT @Manny_bermudez2: Back in this bitch,0
not fun @DPD_UK when you have braxton hicks and cramps regularly from moving around. You try it!,0
"+ 1 RT @RayThaGawd: &#8220;@_AListRaivyn: Joe Budden makes people delete their twitter accounts lmfao.&#8221; He's pussy tho he blocked me""",0
&#8220;@skinnysowhat: @PAPER_CHAYSIN aye and when the hoes start coming don't forget who put you on &#128524;&#8221; I won't !!! &#128513;&#128513;&#128513;,0
Flights from Liberia should just be rerouted to Ferguson.. 2 birds 1 stone.,0
I coulda sworn I was the last bitch on tunchi ig &#128129;&#9996;&#65039;&#128536;,0
bitch i will cut you,0
@skyereyes_ @keanabermudez YOOOOOOOOOOOOOO LMFAOOOOOOOO im schlumped !!!!!! &#128514;&#128553;&#128514;&#128553;&#128128; I love my bitches &#128111;&#128111;&#128109; #squaaaaad &#128514;&#128553;&#128514;&#128128;,0
"RT @Ratchet2English: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""no u might be stupid if u pay 4.99 &#8230;",0
RT @gferguson8: @KoredeB9 @MSoltan18 @WBDyllon_ trash,0
@JaiBrooks1 ur brother looks so queer and ugly,1
"RT @hawkblogger: The AFC was trash last season, especially the AFC South. Jags could make a playoff push if they have a great draft. Not jo&#8230;",0
"RT @JackBPR: Alec Baldwin mocks Harris-Perry: &#8216;If I cry, will I be forgiven all my transgressions?&#8217; http://t.co/9Oq5GTPmXx via @BizPacRevi&#8230;",0
RT @YABOYLILB: *rides into the pussy on a gym class butt scooter* http://t.co/573pZSOuc1,0
@JustDoItSlow on sale ass hoes,0
"RT @No_FAKINGG: BITCH you scared to let it off , yo daddy wasn't no DAWG. yo mama had more heart than ya daddy bitch ass.",0
@AARONCARTER push me on the wall slowly take my panties down and write alphabet with ur tongue on my tight pussy,0
"RT @LOHANTHONY: lana uses the term ""bad bitch"" in a UV track. i've never been more proud.",0
Lmao. I still feel played bout this hoe.,0
&#8220;@JT_Lord: Boutta walk out on these hoes&#8221;,0
LMFAOOOOOOOOOOOOOOOOOO @bb_brooks: If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama.,0
RT @Heart_LessGirl: I know how in the moment people can be. Especially guys. So excuse me for not trusting you being fucked up around hoes.,0
"RT @xTheMaddHatter: 9, 10 now you're having my twins. RT @polierburrr: 7, 8 get that pussy ate RT RT @R0SEADDAMS: you &#128298; http://t.co/WwSINeJ&#8230;",0
"&#8220;@CallMeGb__: ""@BrittNaomi_: LMAO RT @ElEpicoRu: Tempted to send this http://t.co/ouc9KE3SCN"" ""fuckin hoe"" lmao&#8221;&#128557;&#128557;",0
My hobbies consist of sleeping &amp; subtweeting about random people from school that don't even know me because I'm a judgemental bitch,0
"@elchavaloko @Buckm00se yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza",0
@Cay_JEN I didn't think you knew of a bird that couldn't be tamed. #cajuncharm,0
U coons watching love and hip hop ain't you,0
"RT @michellemalkin: Good morning to you, too, sunshine! RT @miembrotropa: @michellemalkin dirty bitch",0
"RT @proofgelato: Sweet treat at lunch today - raspberry gelato, gin+juice sorbet &amp; brownie gelato! #GelatoCart Thursday - can't wait ...",0
&#128532;RT @FunnyJulius: #ACTRIST RT @sheEBONYblack: &#8220;@HotKommodity05: &#128553;&#128553;&#128553;&#128553; &#8220;@A2daO: U bitches tripping smh http://t.co/Ywz59nbnR7,0
RT @tolkienproverb: Fairy tale does not deny the existence of sorrow and failure...,0
Just like a bitch. Typical shit. Stepping in place. Elliptical shit. Wizard of hearts. Mythical shit. Watch yourself. Mystical shit.,0
".@TheRevAl Hey you race baiting FBI informant bitch, where's your punk ass speaking for justice on this? http://t.co/3OcxPxlYdt",0
RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;,1
RT @_daijak: i tell you ANYTHING on this bitch i better get a thank you. fuck wrong w/ you dumb ass i wanna be famous ass 3 mixtapes cant r&#8230;,0
"I lose OVO followers every year. 100 bitches unfollowed me because of my ""Hold On We're Going Home"" rants. A HOE ATHEM is a hoe anthem",0
RT @DeAdJAkE: Shermans all bark and no bite fuck that bitch,0
It all started in '95 bitch&#128118;,0
RT @natedavvg: grab her booty in front of niggas that want hergrab her booty in front of bitches that want you,0
"Subtweeting little bitch ""taking the high road""",0
RT @ESPNDaniel: A strong black women is simply a bitch that wanna argue over every single thing,0
@MissRobinV that pic with the red bone in braids and that tiger in the back for sale?,0
RT @WORIDSTARHlPHOP: When you and your boys discover a hoe http://t.co/pupaplqNhk,0
So many shady bitches. THE SECRET THIRST IS ALIVE,0
@CHILDISHCUDl @CheefPolo bitch mind your business,0
"Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable",0
#UMightNotGetIn &#128514;&#128514;&#128514; fucc nicca #BeerandTacOS #WeTheLastOnesLeft http://t.co/45FV79CV0z,0
@WebAntOnYT btw Jim crow laws were supported by democrats not republicans and MLK was a republican #Fact,0
@Notsosweetpea I like brownies &#128546;,0
@MikeTattaglia happy birthday!! I hope the bitches got you something good,0
@Mr_Greatness28 I send them hoes because ain't nobody gone play me but geez lmao not when they ask for them,0
RT @KINGTUNCHI_: In 5 years these hoes ain't gone be shit but a Dick head!,0
Isley brothers got me alot of pussy boy. Take notes,0
@Tylar____ ion sneak diss on broke bitches &#128530;&#128079;,0
"RT @ShesAddicted2Me: ""@187XO_: ' I rather jack off then fuck hoes tbh , That shit boring give me a wife ."" Lmfao , Little Be Like ...",0
RT @yograndmabitch: Had a crush on a bitch with a man I tried to show her that I could treat her better but I never had no luck,0
Comin from a fat bitch,0
"Spendin money that we saved, stackin ones like bricks hittin bitches like Craig, watchin ass CLAP! #MorningStuSesh #10AMinFairview",0
@lcl03 you've been talking trash since we were 3 and 5.,0
"RT @_jahmall_: &#8220;@_BlueUnicorns: Df Bruh http://t.co/EIvJYapKuD&#8221; ""go wash the dishes in the sink then come upstairs and eat this pussy""",0
&#8220;@FliirtNextDoor: Phat pussy &#128525;&#128553;&#128166;&#128166;&#128166;&#128520;: http://t.co/Cbel8h29e1&#8221;that looks like a scrotum,0
my nigguh wtf,0
Gucci cut throat use to stay next door his kenfolk limousine bitch pouring up ya rent money,0
RT @jennydigi: @thotpockets &#9995;&#11088;&#65039;bitch,0
Turnup on all of you hoes,0
This ignorant bitch on msnbc said police have no training on their weapons. SMH,0
RT @bigbluexpress: Cal has a day off and for giggles heads to Yankee stadium to hang with Derek Jeter. Yep coaching at UK is probably weari&#8230;,0
"Dear God, forgive us for a moral slope of values. Shacking is just a pretty word for perpetual fornication. Let's... http://t.co/h0URrTNDfZ",0
&#8220;@IAm_Cream: &#128514;RT @DontGetGrandHoe: When y'all hoes going to learn how to spell&#8221; &#128588;&#128588;,0
@seannn181 youre a fag,1
How I beat up the pussy http://t.co/40YiW6e2cH,0
RT @JazzRiley: Can't trust none of these hoes,0
@Cee_Murda94 yellow fin,0
How do you bloke someone on insta?? Dumb bitch scares me,0
Can you catch a box hoe ?,0
RT @CuhCuhCuh: if a bitch tell you she got cheated on more than 3times its somethin wrong with that hoe cuh,0
This bitch THINCC she dress coding me &#9995;&#128514;&#128557;,0
That front flip was trash. That's how I front flip into the swimming pool and land on my back every time.,0
At all my ritz crackers. Idk what to do with myself anymore.,0
@KayciMalynn I know nigs,0
"RT @AntiJokeJamal: If you honk your horn .4 seconds after the light turns green, I will shut off my car, lay on the hood, and feed birds fo&#8230;",0
@MSoltan18 @KoredeB9 the witches took them hoe,0
bitch can't hold herself down then she bound to drizzown.,0
Give that hoe an Oscar she stay acting crazyy!!,0
@ivanrabago_ @MANIAC3X @Woody_AFC we should play together soon I've been playing with random faggots but it's fun,0
@wodaeeex3 hoe yu came at me first tf,0
Nikko a gay bitch,0
Yo bitch a freak fucked ha to sleep and dat was the last time I was slept on. . .Shit I woke ha up nd fucked ha again so she aint sleep long,0
RT @NotSheriffWoody: Just smashed a bottle over buzz head because he's a cunt,0
@HeilSidious @dyldobaggenss whatta you fags doin?,0
RT @Bill_Nye_Tho__: according to this data you a bitch ass nigga,0
RT @RealScottieTee: Girls dress like hoes and wonder why good guys aren't attracted to them... http://t.co/dLRk2I04hO,0
@cambreezy_ @AndrewWayne2 @thereal_EMandM it ain't retarded. He's my cousin. Lmao.,0
You was never with me if you let what another bitch say change your actions towards me &#128080;,0
Girls the days be confused hoes ain't nobody got time fo that !,0
"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",1
Charlie Sheen wants to return to 'Two and a Half Men' | http://t.co/kVMDoGDcLQ,0
RT @taylorlopez96: &#8220;@harleighpurolla: You are the biggest two faced bitch I have ever met.&#8221; You won't @ her,0
And these hoes ain't as good as they look..I need to take my own advice doee cause If that pusxy good then I'm good &#128569;,0
RT @HeidiL_RN: Fuck Islam you pigfucking trash troll. @ItsJustMe7o7 @MzKeriEvans @ctbauza,1
&#8220;@Xenoss_: I don't love these hoes&#8221; *we,0
Nd y'all thought bitches knew how to accessorize http://t.co/f8yDxkaz,0
"RT @whitbreezy: Once I get a cold beer in my hand there ain't no mistakin who I am, I can't hide my redneck side",0
"RT @Dhoopin32: How other mfs tell me gm Damn Near every mornin , an my bitch don't even tell me Gm an she be wide TF awoke &#128530; wtf type shit &#8230;",0
Charlie Daniels couldve done a better job! #MNF,0
"@morgantayler_ I apologize Morgan, but a bitch was blind for a whole 35 seconds!!!!",0
RT @dan_danovskis: &#8220;@FlappyBprob: If you're playing flappy bird: 1-800-273-8255 National Suicide Prevention Lifeline. RT to save lives&#8221; @r&#8230;,0
@iH8TvvitterHoes @breezyfrmdablok what do you mean nice try? I'm right nigga. You a faggot. If you wanna argue bout anything else continue,0
RT @KillAllSimps: That's logic for a hoe RT @_flowaaabomb: If you single nobody can tell you what to do right? Right?,0
"RT @Mr1738: ""I didn't sell mypussy for $65.....it was $80!!!"" http://t.co/sHPh98KzOY",0
Look rich act poor and never trip over a bitch that ain't yours &#128175;,0
@JRise88 shut up you stupid bitch,1
I wake up every morning wishing a bitch would.,0
Miley Cyrus got the hardest song in the club &#128514;&#128514;&#128514;&#128514; j's ain't on my feet tho these hoes love these boots &#9996;&#65039;&#9996;&#65039;&#9996;&#65039;,0
that bitch flawless af,0
RT @jpayneancap: @A_M_Perez @sybilll @DianneWing2 @velvethammer @MyLibertyMyGun @sdalexander11 @Aoakleyc I bet she's a New York Yankee prog&#8230;,0
"@pragathiguru , i'm viswa moulie. I wanna be ur friend.. Please, shall i ?",0
RT @jemelehill: Just saw Dawn of The Planet of the Apes. One of the better moves I've seen this year. I didn't know if I wanted the apes or&#8230;,0
Lookin like a total swag fag ayeeee,0
I'm serious bruh! She's too pretty I would eat both her pussy &amp; butt &#128557;,0
Y'all entertained by these bitch az niggas hitting women? Smh Who raised you?,0
@AwiLL_2RECKLESS lol his matches from the early 90's when he was IC champion the bitches really would go ham,0
@xZimpx @Prophzilla This is Twitter. Not only are you a fag but you're also retarded.,1
"all these Ciara songs are old to me bitches , they from like 2 weeks ago lml, #basicbitches",0
"I ride around with #notint, so all them bitches can see me &#128526;&#128522;&#128129; #JetLife &#9992;&#65039;",0
gotta clear ya throat of all that pussy eh... RT @johnlacarbiere: My voice is the deepest in the morning,0
&#8220;@noLove_moreLOUD: Wifey means The pussy good right now but you gotta go in 2 months.&#8221;basically,0
Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice,1
Charlie Sheen,0
"RT @Tiqqz: @ShinSnipes i woke up with a sore throat, im cold, niggers will be niggers. so terrible",1
"RT @dynamite8503: ""Why y'all doing the ALS challenge if y'all not gonna donate?"" Cuz we don't $10k &amp; Tiger Blood to donate unlike Charlie &#8230;",0
RT @memethagreat_: When you know you dealing with hoe &#128583;,0
"RT @kingdomofwench: @graceishuman I've also seen a lot of that ""We're Democrats and we're for Charlie Baker!"" ad which makes me want to scr&#8230;",0
RT @TheOnlyReed: Pete carroll prolly got the hoes lined up for his players after the game bruh,0
RT @awkwardposts: Flirting with bitches on Twitter like http://t.co/eV2QUYsbpO,0
"Haha, Yankees fans are bent out of shape about the Hu27le graphic",0
"RT @__DatTootieGurl: ""@1stBlocJeremiah: These hoes got more bodies than a cemetery&#128056;&#9749;&#65039;.""",0
Backdoor is open: them hoes will let you fuck em in the ass. Usually an extra charge plus the rate you agreed upon.,0
I'm a bitch now ? Ok.,0
RT @davidcomanhidy: It is well known that @centerplate supports cruelty to birds. #saveanimals-sign this petition: http://t.co/t07KZ5myEv h&#8230;,0
RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.,1
RT @kevantee_: hoes quick to say they can fuck somebody else bf but what does that do for you but make you look bad? &#128514;&#128514;&#128514; want a cookie?,0
"RT @KayciMalynn: @__0utcast___ hey cunt, I miss you. &#128557;&#128557;",0
RT @HeMightBeJason: Someone at the building next door is taunting me by having a grill going at 8:30. I think I'd cut a bitch for a sausage&#8230;,0
"@NOTJOHNROSS try being respectful, instead of acting like a fucking retard.",0
&#8220;@kiaramariexo: &#8220;@1kRock_: boot up. http://t.co/czj5npIfKi&#8221; for u hoe niggas&#8221; so girls that take BC are hoes? &#128056;&#9749;&#65039;,0
That old lassie in greggs is a total bitch man,0
@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight. I do that pussy shit every day.,0
RT @shayconnnor: u ain't sailor moon bitch,0
You can't put anything past a New York bitch. Or a Detroit bitch. Or a Chicago bitch.,0
RT @JayJroc: If you thought Mansion Elan was crazy with Migos wait til Boosie &amp; Yo Gotti shut that bitch down tonight http://t.co/1iC1H0Ib8U,0
RT @_Bayou_Bob_: &#8220;@white_thunduh: Why does nobody believe me when i say im a virgin dewd wtf&#8221; No you aint hoe,0
Yesterday was an all around good day. Great day. Saw a lot of people i havent seen in a while and got high as giraffe pussy #Easter420,0
"Not just exist, but contribute. And contribute to things they themselves enjoy. That often it's a queer person behind those products.",0
#IndigenousPeoplesDay HAHA!!! You fuckin' retarded commies!!!!! Hunter Biden loves snortin' that PYGMIE FAIRY DUST don't he? #liberals,0
RT @bigdawgsergio: Run up on a nigga get to squeezing hoe hahaa,0
@_BrwnSkinBeaute ahh I'm too much of a bitch to live off campus. I get lazy and wouldn't want to drive home :),0
RT @UglyGawd: Or fags cause if you post you found him attractive as well RT @JactionJ: Niggas who post trannys to see if a nigga thirsts ov&#8230;,0
Why would you want pussy on your side burns?.. Thats a good question @_hy0ung hahahahaha &#128514;,0
RT @BeYouTiful_Pris: Recognize that I'm a star player &amp; leave them hoe fans of yours alone. http://t.co/fd5Cioehgg,0
"@CharleeRedz13 your gay stfu, dumb monkey",1
Sis said go to sleep I said bitch it's our b day I ain't sleeping &#128540;&#128540;&#128540;,0
@savage_twotone: Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;,0
@DeArionBASEDGOD Kendrick is not better than papoose or drake,0
"This song is the truth.... ""I wanna fuck your bestfriend for one night onlyy you think that bitch yo bestfriend but she be all on me""",0
@RabehChararah1 lmaoo what a fag,1
@BranninWGL describing New Pussy like a Baltimore Love Thing out this bitch.,0
*Does backflip* THISSSSSSSS!!! RT @Krislisisms: You niggas switch up your opinions like faggots,0
My blue flag brite nd ya bitch blowing me like play bagpipes,0
@ryancommakerry @dianaaaxo @JennaAmendolare guys number 42 on the Yankees looks like uncle Stevie LMAO IM DYING,0
RT @JayIIuminati: Nothing will stop a hoe from going to the club. http://t.co/UciCSx5Vus,0
@dantoomey2 forgot someone niglet,0
@Righteouz_ lmfao!!!!! I remember all the rednecks in my school with that shit lol,0
"I love ""Butter"" by ATCQ, but I'd love it more if Q-Tip's hook was just looped for three and a half minutes instead of Phife's trash verses.",0
These parents nd giving they kids ghetto ass names Ronkieshietta. Bro are you serious?? That tipped the scale fa me,0
@Kenny__Wright @Kush_Boy420 @yoPapi_chulo do it i fucking dare you faggot,0
RT @amour_tajiana: Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a&#8230;,1
That dude RENT ain't no punk-bitch either.,0
@ImpactParasite just fuckin roasted this faggot,1
&#8220;@pot_headed: Ready for another tat doeeee . &#128527;&#8221;by me right hoe!,0
Norbit mad as a bitch lmfaooooooo &#128514;&#128514;,0
im watching you're next and this bitch just tried running outside and got her neck sliced,0
tell me why nick cannon bout to invite wiz to wild'n out an hit him wit the i fucked your bitch diss haha,0
All the Uchiha are. RT @ThatNiggaCris: Sasuke is probably the biggest faggot of all time,0
Still downtown with these bitches.,0
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/mLFuCqIIFA,0
@kevkid79 quit ya hating you oyster lookin ass bitch.,0
@realFORTES: Grudges are for weirdosand bitches,0
Just remember when having standards becomes cool again......im gonna call a lot of you out for staying quiet like a bitch all this time.,0
Friends don't let friends become guidos. #themoreyouknow,0
"RT @AJCOLEMANBABY: niggas be pressed for pussy it aint nothin, instead of worryin who that bitch fuckin, why dont u go get u some munnaaaa",0
How she stay faithful with a room full of hoes,0
Tupac could fuck any bitch in the world in 1996 and niggas on here crying about a pic he took FOR BITCHES,0
RT @PimpSquadJones: My main bitch &amp; my side bitch mad @ me i could by give 2 fucks,0
"You're such a fake bitch. I cannot stand you. If you read this and wonder if its about you, it probably is.",0
2fine4cheapwine@yahoo.com &#171;@Datjollygirl So who used my email address for this chat line? All these bitches hittin me up &#128530;&#187;,0
"RT @DreadJackson: broke hoes 3 words, OUT MY FACE",0
"you can tell when dick recently been in a pussy, taste nasty af ewww bitches better never play that shit",0
Goofy ass. lmfaoo make a niggah laugh,0
RT @Shakilaahh: - LOOOOOOL&#128557; 2nd best tweaking hoe vine&#128557; https://t.co/m6Anq9CQS9,0
Had yo main bitch gettin high..,0
"RT @Whitesidemzu: Me: MOM CAN YOU MAKE ME A SANDWHICH!!! *doesnt hear* *whispers to myself* ""deaf bitch"" Mom: WHAT THE FUCK DID YOU JUST SA&#8230;",0
@thereal_2raw @AssGods Brah *falls out* white bitches crazy,0
